0.922	0.169
2.815	0.447
4.833	0.584
6.953	0.301
8.904	0.285
10.888	0.280
12.861	0.275
14.890	0.274
16.794	0.276
18.927	0.257
20.831	0.215
22.998	0.207
24.867	0.199
26.909	0.191
28.918	0.184
30.811	0.176
32.978	0.195
34.655	0.191
36.891	0.177
39.024	0.169
41.009	0.160
42.869	0.150
44.911	0.141
47.008	0.112
48.959	0.100
50.808	0.092
52.850	0.082
54.758	0.067
56.796	0.058
58.828	0.049
60.948	0.039
62.761	0.033
64.883	0.024
66.958	0.010
69.034	5.415e-4
