0.884	0.063
2.890	0.228
4.692	0.294
6.812	0.176
8.843	0.171
10.702	0.170
12.803	0.172
15.003	0.176
16.760	0.180
18.789	0.164
20.853	0.130
22.837	0.120
24.764	0.113
27.021	0.105
28.597	0.101
30.910	0.093
32.836	0.125
34.696	0.130
36.637	0.124
38.748	0.118
40.834	0.112
42.636	0.106
44.712	0.102
46.809	0.083
48.907	0.077
50.812	0.070
52.580	0.063
54.791	0.062
56.662	0.050
58.715	0.022
61.098	0.037
62.855	0.031
64.908	0.021
66.984	0.009
69.098	0.001
