0.967	-24.551
2.977	-27.036
5.147	-23.811
6.853	-26.029
8.577	-22.167
10.776	-22.447
12.920	-23.109
14.993	-23.597
17.200	-23.979
18.889	-23.412
21.132	-15.179
22.955	-13.909
24.894	-15.292
26.941	-16.568
29.004	-17.849
30.962	-19.442
32.863	-14.816
35.044	-6.043
36.983	-4.624
39.055	-4.629
40.807	-4.534
43.086	-4.397
44.829	-4.254
46.901	-1.004
49.072	0.137
50.861	0.137
53.230	0.137
55.197	0.137
57.011	0.137
58.878	-7.427
61.111	-44.412
62.889	-50.296
65.087	-50.296
66.911	-50.296
69.020	-50.065
70.835	-50.090
72.916	0.104
